estado,sigla,regiao,cidade,populacao,pib,pib_percapita
MINAS GERAIS,MG,SUDESTE,São Sebastião da Bela Vista,5193.0,54842.71875,10560.88964844
MINAS GERAIS,MG,SUDESTE,Itambacuri,23386.0,134253.15625,5740.75
MINAS GERAIS,MG,SUDESTE,Alvarenga,4545.0,22330.44921875,4913.18994141
MINAS GERAIS,MG,SUDESTE,Matias Cardoso,11037.0,87891.2890625,7963.33007812
MINAS GERAIS,MG,SUDESTE,Oliveira Fortes,1951.0,14545.58398438,7455.45019531
MINAS GERAIS,MG,SUDESTE,Rio Piracicaba,14846.0,118772.3828125,8000.29980469
MINAS GERAIS,MG,SUDESTE,Uruana de Minas,2747.0,29089.09375,10589.40039062
MINAS GERAIS,MG,SUDESTE,Alfredo Vasconcelos,6300.0,45348.81640625,7198.22998047
MINAS GERAIS,MG,SUDESTE,Vargem Bonita,2140.0,23029.76171875,10761.5703125
MINAS GERAIS,MG,SUDESTE,Itaguara,12956.0,111868.46875,8634.49023438
MINAS GERAIS,MG,SUDESTE,Madre de Deus de Minas,5173.0,53308.85546875,10305.20996094
MINAS GERAIS,MG,SUDESTE,Ibiraci,11593.0,362894.21875,31302.86914062
MINAS GERAIS,MG,SUDESTE,Santa Rita de Caldas,9333.0,101948.3046875,10923.41992188
MINAS GERAIS,MG,SUDESTE,Carrancas,4182.0,40828.19140625,9762.83984375
MINAS GERAIS,MG,SUDESTE,Belo Oriente,22555.0,467006.375,20705.23046875
MINAS GERAIS,MG,SUDESTE,Campanário,3757.0,27105.78320312,7214.74023438
MINAS GERAIS,MG,SUDESTE,Água Boa,16643.0,86572.0078125,5201.70996094
MINAS GERAIS,MG,SUDESTE,Coronel Pacheco,2427.0,21314.23242188,8782.12988281
MINAS GERAIS,MG,SUDESTE,Ibirité,157438.0,1070732.0,6800.97998047
MINAS GERAIS,MG,SUDESTE,Itamarati de Minas,4232.0,37053.9765625,8755.66992188
MINAS GERAIS,MG,SUDESTE,Albertina,2976.0,21112.73632812,7094.33007812
MINAS GERAIS,MG,SUDESTE,Rio do Prado,4412.0,26897.79492188,6096.50976562
